000001, 03, 06, 07, 08, 09, 11, 15, 22, 23, 26, 29, 31, 35, 40, 48, 49, 51, 52, 53, 54
000002, 02, 06, 09, 14, 15, 16, 19, 20, 22, 24, 28, 43, 47, 48, 49, 50, 53, 55, 56, 57
000003, 01, 02, 06, 11, 13, 14, 15, 17, 18, 21, 24, 26, 37, 38, 44, 49, 50, 52, 56, 59
000004, 01, 02, 03, 04, 05, 08, 09, 11, 14, 19, 29, 30, 32, 33, 34, 35, 37, 46, 51, 57
000005, 07, 18, 20, 21, 24, 26, 27, 28, 31, 36, 37, 38, 39, 42, 44, 47, 48, 49, 54, 60
000006, 02, 03, 07, 10, 14, 21, 22, 25, 33, 38, 40, 44, 45, 46, 49, 50, 53, 54, 59, 60
000007, 08, 09, 13, 17, 19, 22, 27, 31, 33, 34, 36, 37, 44, 45, 46, 48, 53, 55, 57, 59
000008, 03, 05, 06, 13, 17, 18, 20, 29, 31, 35, 40, 44, 46, 48, 51, 52, 54, 55, 56, 60
000009, 02, 04, 07, 08, 09, 24, 25, 31, 32, 34, 36, 38, 39, 41, 44, 45, 49, 52, 54, 60
000010, 01, 04, 05, 07, 09, 10, 12, 16, 19, 22, 30, 35, 38, 42, 43, 48, 49, 53, 59, 60
000011, 03, 05, 06, 09, 14, 15, 18, 29, 31, 36, 39, 40, 42, 43, 47, 48, 52, 57, 58, 60
000012, 01, 03, 06, 13, 14, 15, 21, 26, 32, 33, 34, 40, 42, 43, 44, 45, 46, 54, 57, 58
000013, 02, 04, 05, 06, 08, 09, 12, 15, 22, 30, 32, 33, 36, 39, 43, 44, 46, 51, 53, 55
000014, 07, 13, 16, 17, 18, 21, 23, 25, 29, 30, 36, 41, 45, 48, 50, 52, 54, 55, 58, 60
000015, 03, 09, 10, 13, 17, 18, 20, 21, 23, 26, 32, 34, 37, 38, 39, 41, 43, 51, 56, 57
000016, 03, 06, 07, 09, 14, 18, 21, 24, 28, 34, 35, 36, 40, 41, 46, 49, 51, 53, 58, 59
000017, 01, 02, 08, 10, 12, 14, 15, 19, 20, 24, 28, 34, 35, 38, 39, 40, 43, 45, 56, 59
000018, 02, 03, 08, 14, 16, 25, 30, 33, 35, 36, 38, 40, 43, 45, 47, 48, 50, 53, 58, 59
000019, 02, 04, 08, 13, 14, 15, 19, 20, 21, 26, 28, 30, 31, 36, 38, 42, 47, 49, 55, 56
000020, 11, 14, 15, 16, 21, 22, 23, 25, 29, 30, 31, 34, 35, 36, 42, 43, 47, 48, 58, 59
