000001, 01, 06, 07, 10, 15, 20, 22, 31, 32, 34, 38, 41, 45, 50, 51, 53, 54, 55, 58, 60
000002, 06, 07, 09, 10, 11, 16, 17, 18, 25, 27, 33, 36, 38, 39, 41, 49, 53, 54, 59, 60
000003, 03, 05, 13, 15, 17, 19, 23, 25, 30, 32, 33, 34, 42, 43, 44, 47, 49, 54, 56, 57
000004, 04, 05, 06, 07, 09, 15, 16, 20, 23, 26, 27, 30, 36, 38, 45, 48, 51, 54, 56, 58
000005, 04, 07, 09, 11, 12, 17, 19, 23, 24, 28, 29, 34, 36, 38, 39, 40, 45, 48, 50, 59
000006, 04, 10, 13, 14, 16, 21, 25, 26, 28, 30, 31, 32, 33, 34, 40, 46, 53, 55, 57, 59
000007, 04, 06, 07, 15, 17, 20, 24, 26, 27, 29, 35, 39, 40, 43, 44, 48, 51, 52, 53, 54
000008, 01, 05, 07, 08, 09, 17, 20, 25, 26, 27, 32, 33, 36, 37, 40, 42, 44, 48, 55, 58
000009, 09, 19, 20, 21, 28, 35, 37, 38, 43, 45, 47, 49, 51, 52, 54, 55, 56, 57, 59, 60
000010, 05, 10, 11, 12, 16, 22, 24, 27, 29, 31, 32, 33, 38, 41, 43, 46, 48, 50, 57, 60
000011, 01, 02, 07, 13, 14, 15, 16, 20, 21, 24, 30, 31, 32, 33, 34, 41, 43, 56, 59, 60
000012, 10, 12, 14, 19, 20, 23, 24, 25, 26, 34, 36, 37, 38, 39, 41, 45, 49, 54, 57, 59
000013, 05, 07, 08, 11, 12, 14, 19, 22, 24, 26, 30, 32, 34, 39, 40, 41, 44, 51, 52, 59
000014, 03, 04, 06, 10, 11, 12, 24, 26, 28, 29, 30, 34, 36, 37, 41, 47, 51, 53, 54, 55
000015, 04, 10, 12, 13, 15, 24, 27, 29, 33, 37, 38, 39, 45, 50, 53, 54, 56, 57, 59, 60
000016, 05, 06, 08, 09, 13, 15, 18, 19, 22, 23, 31, 36, 41, 42, 44, 45, 50, 54, 57, 60
000017, 06, 08, 11, 15, 19, 22, 23, 24, 27, 29, 32, 33, 37, 39, 41, 52, 53, 54, 58, 60
000018, 03, 04, 09, 12, 14, 16, 21, 22, 24, 29, 30, 33, 35, 37, 39, 43, 44, 46, 53, 56
000019, 03, 05, 09, 10, 14, 16, 18, 24, 26, 27, 29, 33, 34, 44, 46, 49, 51, 52, 56, 58
000020, 04, 05, 11, 12, 14, 20, 22, 23, 29, 31, 32, 33, 34, 42, 44, 45, 47, 49, 53, 56
000021, 03, 05, 06, 07, 10, 17, 18, 20, 22, 24, 25, 28, 31, 39, 46, 50, 51, 54, 55, 59
000022, 06, 08, 12, 16, 22, 25, 26, 29, 33, 34, 36, 39, 42, 45, 46, 47, 48, 50, 53, 55
000023, 01, 03, 07, 10, 19, 20, 22, 23, 24, 33, 34, 35, 36, 39, 51, 52, 53, 54, 56, 60
000024, 04, 05, 06, 07, 11, 12, 13, 14, 21, 24, 36, 38, 47, 51, 52, 56, 57, 58, 59, 60
000025, 03, 05, 09, 17, 24, 25, 27, 30, 31, 32, 34, 35, 40, 41, 45, 46, 47, 49, 55, 59
000026, 02, 06, 07, 10, 12, 13, 14, 16, 22, 29, 30, 38, 39, 40, 45, 46, 48, 51, 53, 54
000027, 01, 05, 06, 07, 08, 13, 16, 18, 19, 25, 27, 29, 30, 34, 35, 43, 48, 49, 56, 60
000028, 01, 07, 10, 11, 12, 13, 14, 17, 18, 20, 26, 36, 42, 44, 45, 46, 49, 50, 54, 60
000029, 01, 03, 06, 13, 18, 19, 25, 27, 32, 34, 36, 38, 40, 41, 50, 52, 53, 58, 59, 60
000030, 04, 08, 09, 11, 12, 19, 20, 22, 26, 31, 32, 35, 36, 40, 45, 50, 53, 54, 59, 60
000031, 01, 03, 06, 08, 10, 13, 16, 22, 24, 31, 33, 34, 43, 44, 46, 47, 48, 49, 58, 60
000032, 01, 03, 05, 06, 13, 15, 16, 19, 21, 22, 26, 28, 29, 34, 47, 50, 52, 55, 56, 60
000033, 02, 04, 06, 07, 09, 15, 18, 23, 24, 25, 26, 31, 32, 33, 34, 39, 47, 48, 49, 54
