000001, 01, 04, 05, 06, 11, 15, 16, 23, 26, 28, 29, 32, 36, 37, 39, 44, 47, 48, 49, 52
000002, 02, 07, 12, 13, 14, 21, 22, 25, 27, 29, 32, 33, 39, 44, 45, 47, 52, 55, 56, 58
000003, 04, 05, 06, 12, 19, 21, 26, 30, 35, 36, 40, 43, 44, 47, 48, 49, 50, 56, 58, 59
000004, 02, 07, 08, 13, 17, 18, 19, 20, 26, 28, 31, 32, 36, 41, 42, 43, 47, 48, 49, 56
000005, 02, 04, 05, 09, 12, 14, 22, 24, 26, 32, 37, 38, 41, 44, 47, 48, 50, 54, 55, 57
000006, 03, 08, 14, 16, 19, 22, 23, 26, 27, 31, 32, 33, 37, 41, 43, 48, 50, 52, 53, 55
000007, 05, 07, 10, 14, 16, 22, 23, 27, 35, 36, 38, 39, 45, 46, 48, 49, 56, 57, 59, 60
000008, 01, 11, 17, 23, 25, 29, 34, 35, 36, 38, 42, 44, 46, 47, 51, 53, 54, 57, 58, 60
000009, 01, 03, 05, 07, 15, 16, 20, 23, 25, 27, 29, 30, 32, 38, 39, 40, 42, 46, 48, 55
000010, 03, 08, 13, 16, 18, 21, 23, 24, 25, 28, 29, 35, 37, 39, 40, 44, 49, 51, 56, 59
