000001, 04, 05, 08, 13, 17, 21, 22, 27, 30, 33, 34, 39, 40, 45, 46, 47, 48, 51, 52, 53
000002, 04, 05, 07, 16, 18, 21, 24, 31, 32, 36, 42, 43, 45, 46, 48, 49, 51, 54, 55, 58
000003, 06, 07, 16, 19, 23, 24, 27, 31, 32, 34, 36, 37, 38, 40, 42, 48, 50, 54, 55, 57
000004, 01, 03, 07, 08, 09, 10, 12, 13, 16, 19, 20, 23, 35, 41, 42, 44, 46, 47, 52, 59
000005, 04, 05, 07, 08, 09, 12, 13, 14, 16, 18, 19, 22, 24, 28, 30, 31, 33, 45, 51, 54
000006, 01, 05, 08, 10, 17, 18, 19, 21, 23, 24, 26, 27, 28, 32, 33, 40, 49, 51, 53, 55
000007, 02, 03, 13, 17, 18, 20, 23, 31, 33, 34, 35, 41, 42, 45, 47, 49, 52, 56, 59, 60
000008, 01, 02, 04, 09, 11, 13, 16, 17, 20, 22, 23, 24, 31, 34, 36, 38, 41, 42, 51, 53
000009, 04, 09, 10, 16, 17, 18, 28, 30, 31, 33, 34, 35, 40, 42, 47, 52, 54, 55, 57, 60
000010, 02, 03, 08, 10, 11, 15, 18, 33, 34, 35, 40, 41, 42, 44, 48, 49, 50, 53, 57, 58
000011, 03, 06, 09, 10, 11, 22, 23, 30, 31, 32, 38, 40, 42, 46, 47, 48, 51, 52, 54, 57
000012, 02, 07, 13, 14, 17, 18, 23, 32, 35, 36, 37, 38, 41, 43, 44, 45, 49, 51, 53, 59
000013, 04, 07, 09, 10, 14, 15, 16, 20, 25, 26, 27, 28, 30, 33, 34, 35, 37, 40, 41, 49
000014, 03, 04, 05, 09, 11, 12, 18, 19, 23, 25, 31, 32, 35, 37, 38, 40, 51, 55, 56, 57
000015, 03, 05, 08, 11, 14, 19, 25, 30, 32, 33, 35, 41, 43, 44, 45, 47, 49, 57, 58, 59
000016, 01, 03, 09, 12, 13, 17, 21, 22, 25, 28, 31, 34, 35, 41, 42, 49, 50, 51, 53, 54
000017, 02, 03, 04, 07, 08, 19, 21, 28, 29, 31, 39, 41, 44, 45, 46, 48, 49, 50, 55, 56
000018, 04, 05, 06, 08, 11, 13, 14, 32, 33, 35, 39, 40, 43, 44, 45, 47, 50, 51, 55, 60
000019, 01, 05, 06, 07, 10, 12, 16, 18, 22, 31, 32, 36, 39, 40, 42, 43, 45, 46, 50, 54
000020, 05, 06, 07, 12, 20, 22, 24, 25, 26, 27, 30, 37, 40, 49, 50, 51, 52, 53, 56, 60
000021, 01, 05, 09, 13, 15, 24, 28, 30, 33, 36, 37, 40, 41, 48, 51, 54, 55, 58, 59, 60
000022, 01, 08, 09, 11, 12, 16, 17, 19, 21, 27, 28, 31, 34, 47, 52, 53, 57, 58, 59, 60
000023, 01, 04, 09, 16, 17, 19, 20, 22, 23, 26, 29, 31, 32, 33, 35, 38, 48, 49, 56, 57
000024, 02, 03, 06, 08, 10, 18, 24, 27, 29, 30, 35, 36, 39, 43, 44, 45, 47, 51, 55, 59
000025, 06, 08, 11, 12, 15, 18, 19, 23, 30, 31, 32, 33, 35, 41, 45, 47, 48, 50, 57, 58
000026, 02, 03, 04, 10, 12, 19, 26, 27, 28, 29, 32, 35, 40, 41, 48, 51, 53, 54, 56, 57
000027, 04, 09, 11, 13, 17, 18, 22, 23, 24, 25, 29, 33, 41, 43, 44, 45, 51, 53, 54, 59
000028, 01, 02, 17, 18, 22, 25, 27, 35, 36, 43, 46, 47, 49, 50, 52, 53, 55, 56, 57, 58
000029, 01, 02, 03, 05, 07, 09, 22, 23, 27, 28, 29, 31, 35, 38, 39, 42, 46, 58, 59, 60
000030, 01, 02, 08, 12, 16, 22, 24, 25, 27, 31, 32, 33, 35, 36, 41, 42, 44, 52, 57, 59
000031, 01, 04, 08, 19, 20, 21, 22, 23, 27, 28, 29, 37, 39, 42, 43, 46, 49, 54, 56, 58
000032, 07, 09, 13, 18, 23, 25, 26, 27, 28, 33, 34, 35, 39, 43, 45, 47, 48, 52, 54, 58
000033, 02, 04, 06, 14, 15, 16, 17, 20, 22, 24, 28, 29, 36, 40, 43, 45, 46, 50, 55, 56
000034, 01, 03, 04, 07, 11, 15, 18, 27, 30, 32, 37, 39, 40, 42, 48, 49, 50, 52, 55, 60
000035, 01, 05, 07, 12, 16, 23, 24, 25, 26, 28, 33, 34, 36, 38, 43, 48, 50, 52, 54, 58
