000001, 01, 05, 06, 09, 10, 11, 14, 15, 20, 23, 26, 29, 30, 38, 40, 44, 48, 51, 53, 56
000002, 08, 11, 13, 16, 17, 19, 23, 27, 28, 32, 34, 38, 39, 41, 46, 51, 52, 53, 57, 59
000003, 03, 04, 07, 10, 14, 19, 20, 22, 23, 26, 30, 38, 42, 44, 48, 50, 52, 56, 58, 59
000004, 01, 02, 05, 08, 09, 14, 23, 24, 25, 27, 30, 33, 34, 37, 44, 45, 48, 51, 54, 58
000005, 08, 09, 10, 17, 19, 23, 26, 27, 28, 30, 32, 37, 43, 44, 45, 48, 49, 50, 55, 60
000006, 02, 05, 08, 11, 16, 17, 21, 23, 27, 29, 32, 34, 36, 40, 42, 44, 50, 52, 54, 58
000007, 02, 07, 08, 09, 15, 18, 22, 23, 25, 26, 27, 30, 32, 33, 38, 39, 41, 45, 50, 57
000008, 01, 04, 06, 11, 13, 15, 20, 25, 26, 27, 28, 30, 33, 36, 38, 41, 48, 50, 53, 59
000009, 02, 04, 05, 06, 10, 14, 20, 21, 22, 23, 25, 27, 28, 32, 45, 47, 48, 50, 55, 58
000010, 05, 09, 14, 15, 18, 19, 21, 30, 31, 34, 37, 38, 44, 47, 49, 50, 52, 56, 58, 60
000011, 04, 05, 07, 11, 17, 19, 20, 21, 24, 29, 31, 42, 44, 45, 48, 49, 51, 56, 57, 58
000012, 12, 15, 20, 27, 28, 29, 30, 34, 35, 36, 37, 41, 42, 43, 47, 49, 51, 54, 55, 59
000013, 02, 10, 13, 15, 20, 25, 26, 27, 28, 31, 32, 35, 38, 40, 41, 42, 43, 46, 52, 56
000014, 01, 03, 04, 05, 10, 11, 14, 19, 20, 21, 22, 24, 30, 31, 35, 39, 47, 49, 59, 60
000015, 03, 06, 09, 10, 12, 13, 18, 22, 26, 39, 40, 41, 42, 44, 45, 46, 51, 57, 58, 59
000016, 03, 05, 07, 08, 10, 14, 16, 18, 20, 29, 31, 32, 33, 34, 37, 46, 52, 54, 58, 60
000017, 03, 05, 07, 08, 15, 18, 24, 26, 30, 34, 35, 38, 44, 46, 47, 50, 51, 53, 58, 59
000018, 04, 16, 17, 22, 26, 27, 29, 32, 34, 36, 37, 38, 43, 44, 45, 48, 50, 52, 57, 59
000019, 01, 03, 06, 08, 15, 19, 20, 28, 33, 36, 38, 40, 42, 48, 49, 52, 53, 55, 59, 60
000020, 02, 06, 09, 10, 11, 13, 14, 19, 28, 29, 33, 35, 40, 43, 44, 45, 47, 48, 56, 57
000021, 01, 03, 04, 05, 08, 13, 15, 16, 18, 19, 20, 21, 31, 34, 41, 44, 49, 50, 55, 58
000022, 03, 11, 14, 15, 18, 20, 21, 22, 25, 26, 29, 31, 36, 40, 45, 46, 54, 55, 56, 60
000023, 02, 06, 07, 08, 09, 11, 18, 20, 28, 32, 33, 35, 36, 37, 40, 41, 42, 47, 53, 59
000024, 02, 10, 11, 12, 13, 14, 16, 19, 21, 27, 28, 30, 33, 40, 41, 42, 45, 50, 51, 59
000025, 02, 04, 05, 10, 18, 21, 23, 25, 27, 30, 36, 37, 38, 45, 50, 53, 55, 56, 57, 59
000026, 04, 11, 13, 15, 18, 19, 20, 21, 24, 29, 31, 33, 40, 41, 48, 51, 54, 56, 58, 60
000027, 07, 11, 13, 16, 17, 20, 22, 28, 34, 36, 39, 42, 43, 47, 48, 50, 51, 54, 55, 57
000028, 03, 06, 07, 09, 10, 13, 16, 21, 24, 26, 30, 33, 34, 36, 39, 40, 44, 47, 50, 59
000029, 04, 05, 06, 07, 14, 17, 18, 22, 25, 33, 35, 37, 38, 43, 44, 50, 51, 53, 54, 58
000030, 03, 04, 07, 08, 09, 12, 13, 14, 17, 24, 34, 39, 41, 45, 47, 50, 51, 55, 57, 60
000031, 05, 08, 09, 10, 11, 18, 21, 24, 26, 28, 29, 30, 41, 46, 47, 48, 51, 54, 55, 57
000032, 02, 05, 07, 10, 13, 18, 21, 23, 27, 28, 33, 38, 40, 41, 48, 49, 50, 55, 56, 59
000033, 07, 08, 13, 14, 17, 18, 20, 22, 25, 29, 30, 33, 34, 39, 41, 46, 49, 50, 52, 55
000034, 02, 06, 07, 08, 15, 18, 21, 23, 26, 28, 30, 31, 35, 39, 43, 48, 49, 50, 52, 54
000035, 02, 06, 07, 08, 12, 16, 23, 26, 30, 31, 32, 38, 39, 40, 41, 48, 53, 57, 59, 60
